horse_num,oriental_1,oriental_2,oriental_3,oriental_sum,apple_1,apple_2,apple_3,apple_sum,pro_1,pro_2,pro_3,pro_sum,total_1,total_2,total_3,total_sum,w_h_odd,s_b_odd,result,file_name,sheet_name,W.H. FixOdd 60,S.B.Fix Odd 60
10,3.0,2.0,5.0,10.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,9.0,5.0,8.0,7.0,20.0,8.5,8.5,0.0,M2019-11-03D,Race(3),,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(3),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,M2019-11-03D,Race(3),,
4,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,41.0,41.0,0.0,M2019-11-03D,Race(3),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,81.0,81.0,3.0,M2019-11-03D,Race(4),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(4),,
10,0.0,0.0,3.0,3.0,0.0,4.0,2.0,6.0,0.0,0.0,3.0,3.0,0.0,4.0,8.0,12.0,15.0,15.0,0.0,M2019-11-03D,Race(4),,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(4),,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(4),,
5,9.0,6.0,2.0,17.0,2.0,4.0,13.0,19.0,2.0,2.0,8.0,12.0,13.0,12.0,23.0,48.0,4.8,4.8,0.0,M2019-11-03D,Race(4),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(4),,
3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,4.0,0.0,5.0,1.0,6.0,2.0,9.0,17.0,17.0,0.0,M2019-11-03D,Race(4),,
2,0.0,7.0,0.0,7.0,1.0,4.0,3.0,8.0,1.0,6.0,3.0,10.0,2.0,17.0,6.0,25.0,13.0,13.0,2.0,M2019-11-03D,Race(4),,
1,9.0,4.0,12.0,25.0,1.0,14.0,6.0,21.0,5.0,9.0,5.0,19.0,15.0,27.0,23.0,65.0,3.5,3.5,0.0,M2019-11-03D,Race(4),,
9,10.0,6.0,10.0,26.0,26.0,2.0,2.0,30.0,15.0,4.0,3.0,22.0,51.0,12.0,15.0,78.0,2.2,2.2,1.0,M2019-11-03D,Race(4),,
4,2.0,7.0,3.0,12.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,6.0,4.0,8.0,8.0,20.0,15.0,15.0,0.0,M2019-11-03D,Race(4),,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,M2019-11-03D,Race(5),,
6,2.0,2.0,2.0,6.0,4.0,0.0,12.0,16.0,2.0,4.0,1.0,7.0,8.0,6.0,15.0,29.0,9.0,9.0,0.0,M2019-11-03D,Race(5),,
7,0.0,2.0,8.0,10.0,0.0,4.0,5.0,9.0,0.0,8.0,5.0,13.0,0.0,14.0,18.0,32.0,14.0,14.0,2.0,M2019-11-03D,Race(5),,
8,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,51.0,51.0,0.0,M2019-11-03D,Race(5),,
10,4.0,2.0,9.0,15.0,0.0,2.0,4.0,6.0,0.0,3.0,8.0,11.0,4.0,7.0,21.0,32.0,12.0,12.0,0.0,M2019-11-03D,Race(5),,
1,10.0,6.0,2.0,18.0,19.0,6.0,3.0,28.0,12.0,4.0,2.0,18.0,41.0,16.0,7.0,64.0,4.0,4.0,0.0,M2019-11-03D,Race(5),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,M2019-11-03D,Race(5),,
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(5),,
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,M2019-11-03D,Race(5),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,M2019-11-03D,Race(5),,
11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,4.0,5.0,26.0,26.0,0.0,M2019-11-03D,Race(5),,
4,0.0,7.0,7.0,14.0,0.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,11.0,11.0,23.0,4.2,4.2,3.0,M2019-11-03D,Race(5),,
2,14.0,8.0,0.0,22.0,6.0,15.0,1.0,22.0,10.0,5.0,2.0,17.0,30.0,28.0,3.0,61.0,4.0,4.0,1.0,M2019-11-03D,Race(5),,
3,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,7.0,21.0,21.0,0.0,M2019-11-03D,Race(5),,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,19.0,20.0,0.0,M2019-11-03D,Race(6),,
2,26.0,4.0,0.0,30.0,24.0,4.0,2.0,30.0,19.0,3.0,3.0,25.0,69.0,11.0,5.0,85.0,1.95,1.95,3.0,M2019-11-03D,Race(6),,
1,0.0,17.0,10.0,27.0,2.0,16.0,9.0,27.0,2.0,9.0,9.0,20.0,4.0,42.0,28.0,74.0,7.0,7.0,2.0,M2019-11-03D,Race(6),,
4,0.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,0.0,3.0,7.0,10.0,23.0,26.0,0.0,M2019-11-03D,Race(6),,
5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,21.0,21.0,0.0,M2019-11-03D,Race(6),,
6,2.0,3.0,9.0,14.0,3.0,5.0,13.0,21.0,3.0,5.0,2.0,10.0,8.0,13.0,24.0,45.0,4.6,4.6,1.0,M2019-11-03D,Race(6),,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,M2019-11-03D,Race(6),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,41.0,41.0,0.0,M2019-11-03D,Race(6),,
11,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,41.0,41.0,0.0,M2019-11-03D,Race(6),,
10,2.0,0.0,2.0,4.0,0.0,3.0,2.0,5.0,0.0,5.0,3.0,8.0,2.0,8.0,7.0,17.0,16.0,19.0,0.0,M2019-11-03D,Race(6),,
9,0.0,6.0,0.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,8.0,2.0,12.0,8.0,8.0,0.0,M2019-11-03D,Race(6),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,41.0,41.0,0.0,M2019-11-03D,Race(6),,
2,0.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,3.0,1.0,5.0,9.0,26.0,26.0,1.0,M2019-11-03D,Race(7),,
7,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,31.0,31.0,0.0,M2019-11-03D,Race(7),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,M2019-11-03D,Race(7),,
8,13.0,5.0,6.0,24.0,4.0,3.0,13.0,20.0,5.0,4.0,3.0,12.0,22.0,12.0,22.0,56.0,5.5,5.5,0.0,M2019-11-03D,Race(7),,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,0.0,M2019-11-03D,Race(7),,
10,4.0,2.0,5.0,11.0,5.0,1.0,2.0,8.0,3.0,4.0,5.0,12.0,12.0,7.0,12.0,31.0,6.5,6.5,0.0,M2019-11-03D,Race(7),,
1,6.0,7.0,5.0,18.0,17.0,5.0,3.0,25.0,12.0,7.0,2.0,21.0,35.0,19.0,10.0,64.0,2.9,2.9,3.0,M2019-11-03D,Race(7),,
3,2.0,5.0,0.0,7.0,0.0,3.0,4.0,7.0,0.0,2.0,5.0,7.0,2.0,10.0,9.0,21.0,10.0,10.0,0.0,M2019-11-03D,Race(7),,
4,5.0,6.0,8.0,19.0,1.0,15.0,3.0,19.0,4.0,9.0,4.0,17.0,10.0,30.0,15.0,55.0,5.0,5.0,0.0,M2019-11-03D,Race(7),,
5,0.0,2.0,0.0,2.0,1.0,1.0,4.0,6.0,0.0,0.0,5.0,5.0,1.0,3.0,9.0,13.0,8.0,8.0,2.0,M2019-11-03D,Race(7),,
6,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,17.0,17.0,0.0,M2019-11-03D,Race(7),,
9,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,17.0,17.0,0.0,M2019-11-03D,Race(8),,
8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,16.0,0.0,M2019-11-03D,Race(8),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,M2019-11-03D,Race(8),,
6,16.0,3.0,4.0,23.0,7.0,18.0,3.0,28.0,3.0,11.0,6.0,20.0,26.0,32.0,13.0,71.0,2.65,2.9,0.0,M2019-11-03D,Race(8),,
5,2.0,0.0,5.0,7.0,0.0,0.0,4.0,4.0,2.0,0.0,7.0,9.0,4.0,0.0,16.0,20.0,12.0,12.0,0.0,M2019-11-03D,Race(8),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M2019-11-03D,Race(8),,
3,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,5.0,6.0,3.0,1.0,10.0,12.0,11.0,0.0,M2019-11-03D,Race(8),,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,M2019-11-03D,Race(8),,
1,5.0,13.0,3.0,21.0,20.0,6.0,3.0,29.0,13.0,5.0,2.0,20.0,38.0,24.0,8.0,70.0,5.5,5.0,3.0,M2019-11-03D,Race(8),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(8),,
13,0.0,4.0,3.0,7.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,11.0,13.0,17.0,1.0,M2019-11-03D,Race(8),,
14,0.0,0.0,5.0,5.0,3.0,2.0,16.0,21.0,3.0,2.0,5.0,10.0,6.0,4.0,26.0,36.0,7.0,6.5,0.0,M2019-11-03D,Race(8),,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-11-03D,Race(8),,
11,3.0,10.0,10.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,11.0,24.0,5.5,6.0,2.0,M2019-11-03D,Race(8),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,38.0,0.0,M2019-11-03D,Race(9),,
11,2.0,5.0,5.0,12.0,0.0,3.0,3.0,6.0,0.0,4.0,8.0,12.0,2.0,12.0,16.0,30.0,9.5,9.0,0.0,M2019-11-03D,Race(9),,
12,2.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,17.0,17.0,0.0,M2019-11-03D,Race(9),,
13,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,19.0,14.0,3.0,M2019-11-03D,Race(9),,
14,10.0,8.0,0.0,18.0,4.0,3.0,11.0,18.0,3.0,3.0,2.0,8.0,17.0,14.0,13.0,44.0,5.0,5.5,0.0,M2019-11-03D,Race(9),,
7,8.0,7.0,5.0,20.0,6.0,14.0,6.0,26.0,6.0,8.0,3.0,17.0,20.0,29.0,14.0,63.0,4.2,5.5,0.0,M2019-11-03D,Race(9),,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,13.0,11.0,0.0,M2019-11-03D,Race(9),,
5,0.0,7.0,0.0,7.0,3.0,1.0,3.0,7.0,3.0,1.0,4.0,8.0,6.0,9.0,7.0,22.0,6.5,7.0,0.0,M2019-11-03D,Race(9),,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,69.0,0.0,M2019-11-03D,Race(9),,
2,3.0,0.0,8.0,11.0,2.0,2.0,1.0,5.0,2.0,4.0,1.0,7.0,7.0,6.0,10.0,23.0,7.5,9.0,0.0,M2019-11-03D,Race(9),,
1,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,4.0,2.0,1.0,6.0,9.0,26.0,19.0,1.0,M2019-11-03D,Race(9),,
8,5.0,3.0,2.0,10.0,13.0,1.0,2.0,16.0,8.0,1.0,0.0,9.0,26.0,5.0,4.0,35.0,8.0,10.0,2.0,M2019-11-03D,Race(9),,
6,0.0,0.0,3.0,3.0,1.0,4.0,2.0,7.0,3.0,4.0,4.0,11.0,4.0,8.0,9.0,21.0,16.0,17.0,0.0,M2019-11-03D,Race(9),,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,44.0,0.0,M2019-11-03D,Race(9),,
12,5.0,2.0,0.0,7.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,8.0,3.0,3.0,14.0,16.0,16.0,0.0,M2019-11-06D,Race(1),,
1,9.0,3.0,11.0,23.0,7.0,5.0,7.0,19.0,5.0,5.0,6.0,16.0,21.0,13.0,24.0,58.0,4.6,4.6,0.0,M2019-11-06D,Race(1),,
2,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,4.0,7.0,21.0,21.0,0.0,M2019-11-06D,Race(1),,
3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,10.0,12.0,26.0,26.0,0.0,M2019-11-06D,Race(1),,
4,7.0,6.0,3.0,16.0,10.0,6.0,0.0,16.0,9.0,4.0,2.0,15.0,26.0,16.0,5.0,47.0,4.8,4.8,0.0,M2019-11-06D,Race(1),,
5,0.0,3.0,3.0,6.0,1.0,8.0,4.0,13.0,3.0,2.0,4.0,9.0,4.0,13.0,11.0,28.0,14.0,14.0,0.0,M2019-11-06D,Race(1),,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,101.0,101.0,0.0,M2019-11-06D,Race(1),,
7,3.0,5.0,6.0,14.0,0.0,4.0,0.0,4.0,2.0,3.0,2.0,7.0,5.0,12.0,8.0,25.0,8.0,8.0,0.0,M2019-11-06D,Race(1),,
8,2.0,2.0,0.0,4.0,2.0,1.0,2.0,5.0,2.0,0.0,1.0,3.0,6.0,3.0,3.0,12.0,19.0,19.0,0.0,M2019-11-06D,Race(1),,
9,0.0,2.0,2.0,4.0,8.0,1.0,2.0,11.0,0.0,0.0,3.0,3.0,8.0,3.0,7.0,18.0,6.5,6.5,2.0,M2019-11-06D,Race(1),,
11,4.0,5.0,5.0,14.0,1.0,5.0,4.0,10.0,1.0,9.0,2.0,12.0,6.0,19.0,11.0,36.0,4.4,4.4,1.0,M2019-11-06D,Race(1),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,3.0,M2019-11-06D,Race(1),,
12,0.0,0.0,5.0,5.0,1.0,1.0,8.0,10.0,0.0,0.0,2.0,2.0,1.0,1.0,15.0,17.0,8.0,8.0,0.0,M2019-11-06D,Race(2),,
2,2.0,6.0,4.0,12.0,8.0,5.0,8.0,21.0,5.0,3.0,10.0,18.0,15.0,14.0,22.0,51.0,5.5,5.5,0.0,M2019-11-06D,Race(2),,
3,10.0,6.0,3.0,19.0,3.0,3.0,2.0,8.0,3.0,3.0,1.0,7.0,16.0,12.0,6.0,34.0,9.0,9.0,3.0,M2019-11-06D,Race(2),,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,M2019-11-06D,Race(2),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,64.0,64.0,0.0,M2019-11-06D,Race(2),,
