horse_num,oriental_1,oriental_2,oriental_3,oriental_sum,apple_1,apple_2,apple_3,apple_sum,pro_1,pro_2,pro_3,pro_sum,total_1,total_2,total_3,total_sum,w_h_odd,s_b_odd,result,file_name,sheet_name,W.H. FixOdd 60,S.B.Fix Odd 60
1,0.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,7.0,41.0,41.0,0.0,M2019-12-15D,Race(7),,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,0.0,M2019-12-15D,Race(7),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,M2019-12-15D,Race(7),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,81.0,0.0,M2019-12-15D,Race(7),,
10,0.0,10.0,11.0,21.0,0.0,18.0,7.0,25.0,0.0,7.0,6.0,13.0,0.0,35.0,24.0,59.0,8.5,8.5,0.0,M2019-12-15D,Race(7),,
9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,23.0,26.0,0.0,M2019-12-15D,Race(7),,
8,0.0,3.0,10.0,13.0,0.0,8.0,14.0,22.0,0.0,11.0,7.0,18.0,0.0,22.0,31.0,53.0,11.0,11.0,2.0,M2019-12-15D,Race(7),,
2,4.0,2.0,0.0,6.0,0.0,2.0,4.0,6.0,0.0,4.0,6.0,10.0,4.0,8.0,10.0,22.0,7.5,8.0,3.0,M2019-12-15D,Race(7),,
3,3.0,5.0,4.0,12.0,0.0,1.0,3.0,4.0,1.0,2.0,3.0,6.0,4.0,8.0,10.0,22.0,13.0,13.0,0.0,M2019-12-15D,Race(7),,
9,11.0,13.0,6.0,30.0,22.0,6.0,2.0,30.0,18.0,5.0,2.0,25.0,51.0,24.0,10.0,85.0,2.7,2.7,1.0,M2019-12-15D,Race(8),,
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,M2019-12-15D,Race(8),,
8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,34.0,0.0,M2019-12-15D,Race(8),,
7,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,7.0,1.0,7.0,3.0,11.0,26.0,26.0,0.0,M2019-12-15D,Race(8),,
6,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,19.0,19.0,0.0,M2019-12-15D,Race(8),,
5,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,21.0,21.0,0.0,M2019-12-15D,Race(8),,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,41.0,41.0,0.0,M2019-12-15D,Race(8),,
2,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,3.0,7.0,10.0,26.0,26.0,0.0,M2019-12-15D,Race(8),,
1,3.0,3.0,6.0,12.0,1.0,3.0,18.0,22.0,2.0,1.0,9.0,12.0,6.0,7.0,33.0,46.0,8.0,8.0,3.0,M2019-12-15D,Race(8),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,61.0,0.0,M2019-12-15D,Race(8),,
11,13.0,7.0,10.0,30.0,7.0,18.0,4.0,29.0,4.0,11.0,7.0,22.0,24.0,36.0,21.0,81.0,2.8,2.8,0.0,M2019-12-15D,Race(8),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,M2019-12-15D,Race(8),,
14,3.0,0.0,3.0,6.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,9.0,11.0,11.0,0.0,M2019-12-15D,Race(8),,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,2.0,M2019-12-15D,Race(8),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-15D,Race(9),,
2,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,4.0,9.0,16.0,16.0,0.0,M2019-12-15D,Race(9),,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,26.0,26.0,0.0,M2019-12-15D,Race(9),,
4,3.0,3.0,0.0,6.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,8.0,5.0,7.0,5.0,17.0,9.5,9.5,2.0,M2019-12-15D,Race(9),,
5,20.0,2.0,5.0,27.0,21.0,6.0,3.0,30.0,11.0,8.0,3.0,22.0,52.0,16.0,11.0,79.0,3.6,3.6,3.0,M2019-12-15D,Race(9),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,M2019-12-15D,Race(9),,
8,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,3.0,8.0,26.0,26.0,0.0,M2019-12-15D,Race(9),,
9,7.0,18.0,2.0,27.0,4.0,17.0,6.0,27.0,4.0,6.0,7.0,17.0,15.0,41.0,15.0,71.0,3.8,3.8,1.0,M2019-12-15D,Race(9),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-15D,Race(9),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,M2019-12-15D,Race(9),,
1,0.0,3.0,19.0,22.0,5.0,5.0,16.0,26.0,7.0,5.0,6.0,18.0,12.0,13.0,41.0,66.0,3.1,3.1,0.0,M2019-12-15D,Race(9),,
6,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,5.0,11.0,11.0,0.0,M2019-12-15D,Race(9),,
8,0.0,0.0,3.0,3.0,5.0,8.0,9.0,22.0,4.0,9.0,5.0,18.0,9.0,17.0,17.0,43.0,10.0,10.0,0.0,M2019-12-18D,Race(1),,
6,0.0,0.0,5.0,5.0,1.0,0.0,4.0,5.0,0.0,1.0,5.0,6.0,1.0,1.0,14.0,16.0,10.0,10.0,0.0,M2019-12-18D,Race(1),,
5,0.0,0.0,3.0,3.0,0.0,9.0,0.0,9.0,1.0,4.0,0.0,5.0,1.0,13.0,3.0,17.0,19.0,19.0,3.0,M2019-12-18D,Race(1),,
4,15.0,7.0,3.0,25.0,2.0,0.0,6.0,8.0,3.0,2.0,3.0,8.0,20.0,9.0,12.0,41.0,3.1,3.1,1.0,M2019-12-18D,Race(1),,
3,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,51.0,51.0,0.0,M2019-12-18D,Race(1),,
2,2.0,11.0,4.0,17.0,9.0,1.0,2.0,12.0,2.0,0.0,0.0,2.0,13.0,12.0,6.0,31.0,6.0,6.0,0.0,M2019-12-18D,Race(1),,
1,6.0,5.0,7.0,18.0,8.0,7.0,4.0,19.0,8.0,3.0,5.0,16.0,22.0,15.0,16.0,53.0,4.6,4.6,0.0,M2019-12-18D,Race(1),,
9,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,5.0,2.0,0.0,7.0,19.0,19.0,2.0,M2019-12-18D,Race(1),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,0.0,M2019-12-18D,Race(1),,
10,2.0,0.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,5.0,2.0,3.0,7.0,12.0,13.0,13.0,0.0,M2019-12-18D,Race(1),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,M2019-12-18D,Race(1),,
7,3.0,5.0,2.0,10.0,4.0,3.0,4.0,11.0,5.0,4.0,5.0,14.0,12.0,12.0,11.0,35.0,9.0,9.0,0.0,M2019-12-18D,Race(1),,
1,8.0,6.0,8.0,22.0,19.0,5.0,5.0,29.0,15.0,7.0,2.0,24.0,42.0,18.0,15.0,75.0,5.0,5.0,1.0,M2019-12-18D,Race(2),,
2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,26.0,0.0,M2019-12-18D,Race(2),,
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,51.0,51.0,0.0,M2019-12-18D,Race(2),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-18D,Race(2),,
4,8.0,6.0,5.0,19.0,0.0,13.0,11.0,24.0,1.0,6.0,10.0,17.0,9.0,25.0,26.0,60.0,3.3,3.3,0.0,M2019-12-18D,Race(2),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,M2019-12-18D,Race(2),,
8,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,6.0,10.0,10.0,0.0,M2019-12-18D,Race(2),,
9,0.0,2.0,5.0,7.0,0.0,4.0,10.0,14.0,1.0,1.0,2.0,4.0,1.0,7.0,17.0,25.0,5.0,5.0,2.0,M2019-12-18D,Race(2),,
10,14.0,7.0,7.0,28.0,9.0,8.0,3.0,20.0,9.0,10.0,6.0,25.0,32.0,25.0,16.0,73.0,3.3,3.3,3.0,M2019-12-18D,Race(2),,
11,0.0,6.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,7.0,5.0,13.0,17.0,17.0,0.0,M2019-12-18D,Race(2),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,M2019-12-18D,Race(2),,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-18D,Race(2),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,0.0,M2019-12-18D,Race(3),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,31.0,31.0,1.0,M2019-12-18D,Race(3),,
9,2.0,0.0,3.0,5.0,0.0,4.0,9.0,13.0,3.0,5.0,4.0,12.0,5.0,9.0,16.0,30.0,6.5,6.5,0.0,M2019-12-18D,Race(3),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,M2019-12-18D,Race(3),,
8,2.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,8.0,10.0,13.0,13.0,0.0,M2019-12-18D,Race(3),,
6,5.0,5.0,9.0,19.0,4.0,5.0,4.0,13.0,4.0,2.0,2.0,8.0,13.0,12.0,15.0,40.0,5.5,5.5,2.0,M2019-12-18D,Race(3),,
1,9.0,13.0,4.0,26.0,3.0,10.0,2.0,15.0,2.0,5.0,3.0,10.0,14.0,28.0,9.0,51.0,4.8,4.8,0.0,M2019-12-18D,Race(3),,
4,0.0,3.0,6.0,9.0,7.0,5.0,4.0,16.0,5.0,5.0,5.0,15.0,12.0,13.0,15.0,40.0,11.0,11.0,0.0,M2019-12-18D,Race(3),,
3,3.0,2.0,3.0,8.0,9.0,4.0,5.0,18.0,7.0,3.0,6.0,16.0,19.0,9.0,14.0,42.0,6.5,6.5,0.0,M2019-12-18D,Race(3),,
5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,31.0,31.0,0.0,M2019-12-18D,Race(3),,
7,0.0,5.0,0.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,4.0,4.0,8.0,1.0,13.0,11.0,11.0,0.0,M2019-12-18D,Race(3),,
2,9.0,2.0,3.0,14.0,5.0,0.0,2.0,7.0,3.0,3.0,0.0,6.0,17.0,5.0,5.0,27.0,4.2,4.2,3.0,M2019-12-18D,Race(3),,
2,8.0,3.0,6.0,17.0,10.0,4.0,5.0,19.0,3.0,5.0,3.0,11.0,21.0,12.0,14.0,47.0,5.0,5.0,0.0,M2019-12-18D,Race(4),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,0.0,M2019-12-18D,Race(4),,
4,10.0,7.0,11.0,28.0,11.0,5.0,6.0,22.0,15.0,3.0,6.0,24.0,36.0,15.0,23.0,74.0,3.2,3.2,0.0,M2019-12-18D,Race(4),,
3,6.0,13.0,3.0,22.0,6.0,6.0,8.0,20.0,3.0,7.0,11.0,21.0,15.0,26.0,22.0,63.0,4.0,4.0,0.0,M2019-12-18D,Race(4),,
11,6.0,5.0,5.0,16.0,2.0,6.0,10.0,18.0,2.0,9.0,3.0,14.0,10.0,20.0,18.0,48.0,5.5,5.5,0.0,M2019-12-18D,Race(4),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,151.0,151.0,0.0,M2019-12-18D,Race(4),,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,26.0,26.0,0.0,M2019-12-18D,Race(4),,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,M2019-12-18D,Race(4),,
1,0.0,0.0,0.0,0.0,1.0,8.0,1.0,10.0,3.0,1.0,1.0,5.0,4.0,9.0,2.0,15.0,19.0,19.0,2.0,M2019-12-18D,Race(4),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,M2019-12-18D,Race(4),,
12,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,9.0,3.0,M2019-12-18D,Race(4),,
9,0.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,14.0,1.0,M2019-12-18D,Race(4),,
6,5.0,3.0,5.0,13.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,4.0,6.0,6.0,8.0,20.0,8.0,8.0,0.0,M2019-12-18D,Race(5),,
1,8.0,9.0,2.0,19.0,1.0,7.0,3.0,11.0,2.0,7.0,2.0,11.0,11.0,23.0,7.0,41.0,2.7,2.7,0.0,M2019-12-18D,Race(5),,
2,4.0,3.0,2.0,9.0,0.0,9.0,7.0,16.0,1.0,0.0,9.0,10.0,5.0,12.0,18.0,35.0,19.0,19.0,3.0,M2019-12-18D,Race(5),,
3,3.0,0.0,3.0,6.0,0.0,5.0,2.0,7.0,1.0,5.0,3.0,9.0,4.0,10.0,8.0,22.0,15.0,15.0,0.0,M2019-12-18D,Race(5),,
5,5.0,10.0,10.0,25.0,19.0,2.0,2.0,23.0,20.0,4.0,0.0,24.0,44.0,16.0,12.0,72.0,3.2,3.2,1.0,M2019-12-18D,Race(5),,
4,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,5.0,21.0,21.0,0.0,M2019-12-18D,Race(5),,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,M2019-12-18D,Race(5),,
8,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,41.0,41.0,0.0,M2019-12-18D,Race(5),,
10,5.0,3.0,3.0,11.0,9.0,5.0,5.0,19.0,1.0,5.0,4.0,10.0,15.0,13.0,12.0,40.0,7.0,7.0,2.0,M2019-12-18D,Race(5),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,M2019-12-18D,Race(5),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-18D,Race(5),,
9,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,3.0,5.0,9.0,1.0,4.0,15.0,20.0,16.0,16.0,0.0,M2019-12-18D,Race(5),,
3,21.0,7.0,2.0,30.0,16.0,4.0,3.0,23.0,15.0,5.0,5.0,25.0,52.0,16.0,10.0,78.0,2.2,2.2,0.0,M2019-12-18D,Race(6),,
1,2.0,6.0,3.0,11.0,0.0,10.0,7.0,17.0,2.0,5.0,5.0,12.0,4.0,21.0,15.0,40.0,10.0,10.0,2.0,M2019-12-18D,Race(6),,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,M2019-12-18D,Race(6),,
4,0.0,5.0,3.0,8.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,8.0,1.0,9.0,8.0,18.0,19.0,19.0,0.0,M2019-12-18D,Race(6),,
5,2.0,0.0,4.0,6.0,0.0,3.0,10.0,13.0,1.0,1.0,4.0,6.0,3.0,4.0,18.0,25.0,13.0,13.0,0.0,M2019-12-18D,Race(6),,
6,5.0,5.0,10.0,20.0,13.0,12.0,3.0,28.0,5.0,8.0,3.0,16.0,23.0,25.0,16.0,64.0,3.8,3.8,0.0,M2019-12-18D,Race(6),,
7,0.0,7.0,8.0,15.0,0.0,1.0,4.0,5.0,0.0,1.0,3.0,4.0,0.0,9.0,15.0,24.0,8.5,8.5,3.0,M2019-12-18D,Race(6),,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,M2019-12-18D,Race(6),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,M2019-12-18D,Race(6),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,71.0,0.0,M2019-12-18D,Race(6),,
10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,3.0,8.0,13.0,13.0,1.0,M2019-12-18D,Race(6),,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,81.0,81.0,0.0,M2019-12-18D,Race(6),,
2,0.0,4.0,3.0,7.0,13.0,2.0,6.0,21.0,8.0,5.0,6.0,19.0,21.0,11.0,15.0,47.0,15.0,15.0,0.0,M2019-12-18D,Race(7),,
7,11.0,2.0,8.0,21.0,5.0,10.0,7.0,22.0,9.0,2.0,9.0,20.0,25.0,14.0,24.0,63.0,4.6,4.6,0.0,M2019-12-18D,Race(7),,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,M2019-12-18D,Race(7),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,M2019-12-18D,Race(7),,
3,3.0,3.0,0.0,6.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,3.0,7.0,3.0,13.0,10.0,10.0,0.0,M2019-12-18D,Race(7),,
4,7.0,2.0,5.0,14.0,8.0,4.0,3.0,15.0,6.0,3.0,2.0,11.0,21.0,9.0,10.0,40.0,3.6,3.6,2.0,M2019-12-18D,Race(7),,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,M2019-12-18D,Race(7),,
9,5.0,5.0,3.0,13.0,0.0,5.0,10.0,15.0,1.0,2.0,4.0,7.0,6.0,12.0,17.0,35.0,7.0,7.0,0.0,M2019-12-18D,Race(7),,
10,0.0,9.0,6.0,15.0,4.0,6.0,2.0,12.0,2.0,12.0,4.0,18.0,6.0,27.0,12.0,45.0,4.0,4.0,1.0,M2019-12-18D,Race(7),,
8,2.0,2.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,8.0,8.5,8.5,0.0,M2019-12-18D,Race(7),,
11,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,34.0,34.0,0.0,M2019-12-18D,Race(7),,
12,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,41.0,41.0,3.0,M2019-12-18D,Race(7),,
2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,6.0,7.0,18.0,18.0,0.0,M2019-12-18D,Race(8),,
3,0.0,2.0,3.0,5.0,1.0,1.0,8.0,10.0,2.0,0.0,7.0,9.0,3.0,3.0,18.0,24.0,14.0,14.0,0.0,M2019-12-18D,Race(8),,
4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,8.0,13.0,13.0,0.0,M2019-12-18D,Race(8),,
5,0.0,2.0,5.0,7.0,1.0,9.0,3.0,13.0,2.0,4.0,6.0,12.0,3.0,15.0,14.0,32.0,12.0,12.0,3.0,M2019-12-18D,Race(8),,
6,25.0,3.0,2.0,30.0,17.0,3.0,9.0,29.0,17.0,6.0,2.0,25.0,59.0,12.0,13.0,84.0,1.6,1.6,1.0,M2019-12-18D,Race(8),,
7,0.0,13.0,10.0,23.0,1.0,8.0,5.0,14.0,2.0,6.0,3.0,11.0,3.0,27.0,18.0,48.0,9.0,9.0,0.0,M2019-12-18D,Race(8),,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,M2019-12-18D,Race(8),,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,0.0,M2019-12-18D,Race(8),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,M2019-12-18D,Race(8),,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,M2019-12-18D,Race(8),,
1,5.0,10.0,5.0,20.0,10.0,7.0,4.0,21.0,2.0,7.0,5.0,14.0,17.0,24.0,14.0,55.0,6.5,6.5,0.0,M2019-12-18D,Race(8),,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,2.0,M2019-12-18D,Race(8),,
1,0.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,41.0,41.0,0.0,M2019-12-18D,Race(9),,
3,0.0,0.0,6.0,6.0,1.0,2.0,3.0,6.0,3.0,4.0,2.0,9.0,4.0,6.0,11.0,21.0,15.0,15.0,2.0,M2019-12-18D,Race(9),,
4,16.0,7.0,2.0,25.0,8.0,5.0,4.0,17.0,4.0,5.0,3.0,12.0,28.0,17.0,9.0,54.0,2.9,2.9,1.0,M2019-12-18D,Race(9),,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-18D,Race(9),,
6,2.0,0.0,3.0,5.0,4.0,10.0,4.0,18.0,5.0,4.0,5.0,14.0,11.0,14.0,12.0,37.0,13.0,13.0,0.0,M2019-12-18D,Race(9),,
7,2.0,0.0,4.0,6.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,4.0,10.0,21.0,21.0,0.0,M2019-12-18D,Race(9),,
8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,51.0,51.0,0.0,M2019-12-18D,Race(9),,
9,2.0,0.0,5.0,7.0,4.0,2.0,10.0,16.0,3.0,5.0,4.0,12.0,9.0,7.0,19.0,35.0,5.5,5.5,0.0,M2019-12-18D,Race(9),,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,41.0,41.0,0.0,M2019-12-18D,Race(9),,
11,0.0,14.0,0.0,14.0,0.0,4.0,3.0,7.0,2.0,2.0,3.0,7.0,2.0,20.0,6.0,28.0,6.5,7.5,3.0,M2019-12-18D,Race(9),,
12,5.0,3.0,7.0,15.0,2.0,1.0,4.0,7.0,2.0,2.0,6.0,10.0,9.0,6.0,17.0,32.0,3.8,3.8,0.0,M2019-12-18D,Race(9),,
2,3.0,3.0,3.0,9.0,10.0,4.0,1.0,15.0,4.0,2.0,2.0,8.0,17.0,9.0,6.0,32.0,12.0,12.0,0.0,M2019-12-18D,Race(9),,
1,17.0,5.0,0.0,22.0,19.0,8.0,1.0,28.0,14.0,4.0,0.0,18.0,50.0,17.0,1.0,68.0,2.8,2.8,0.0,M2019-12-21D,Race(1),,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,M2019-12-21D,Race(1),,
3,8.0,11.0,7.0,26.0,5.0,13.0,7.0,25.0,8.0,6.0,5.0,19.0,21.0,30.0,19.0,70.0,3.1,3.1,3.0,M2019-12-21D,Race(1),,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,81.0,81.0,0.0,M2019-12-21D,Race(1),,
