horse_num,oriental_1,oriental_2,oriental_3,oriental_sum,apple_1,apple_2,apple_3,apple_sum,pro_1,pro_2,pro_3,pro_sum,total_1,total_2,total_3,total_sum,w_h_odd,s_b_odd,result,file_name,sheet_name,W.H. FixOdd 60,S.B.Fix Odd 60
3,5,2,5,12,2,5,2,9,2,8,1,11,9,15,8,32,10,10,0.0,M2018-12-12D,Race(1),,
4,0,5,0,5,0,0,1,1,0,0,1,1,0,5,2,7,21,21,0.0,M2018-12-12D,Race(1),,
5,0,2,3,5,0,1,3,4,1,3,5,9,1,6,11,18,10,10,1.0,M2018-12-12D,Race(1),,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0,M2018-12-12D,Race(1),,
7,0,0,0,0,0,1,1,2,0,0,1,1,0,1,2,3,26,26,0.0,M2018-12-12D,Race(1),,
8,0,0,2,2,0,0,1,1,0,1,2,3,0,1,5,6,26,26,0.0,M2018-12-12D,Race(1),,
9,10,8,2,20,15,5,5,25,9,6,3,18,34,19,10,63,4.4,4.4,2.0,M2018-12-12D,Race(1),,
10,2,3,3,8,0,0,0,0,0,0,1,1,2,3,4,9,21,21,0.0,M2018-12-12D,Race(1),,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0.0,M2018-12-12D,Race(1),,
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0,M2018-12-12D,Race(1),,
1,4,6,3,13,7,13,3,23,6,2,1,9,17,21,7,45,5.5,5.5,2.0,M2018-12-12D,Race(2),,
2,3,7,2,12,2,1,1,4,2,1,1,4,7,9,4,20,5.5,5.5,0.0,M2018-12-12D,Race(2),,
3,8,3,0,11,15,5,1,21,13,5,3,21,36,13,4,53,5.5,5.5,1.0,M2018-12-12D,Race(2),,
4,3,0,2,5,2,3,14,19,2,4,8,14,7,7,24,38,9,9,3.0,M2018-12-12D,Race(2),,
5,0,8,9,17,1,1,2,4,1,4,2,7,2,13,13,28,9.5,9.5,0.0,M2018-12-12D,Race(2),,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.0,M2018-12-12D,Race(2),,
7,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,51,51,0.0,M2018-12-12D,Race(2),,
8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,17,17,0.0,M2018-12-12D,Race(2),,
9,7,0,0,7,0,1,3,4,0,2,2,4,7,3,5,15,15,15,0.0,M2018-12-12D,Race(2),,
10,5,4,2,11,2,1,1,4,1,3,2,6,8,8,5,21,5,5,0.0,M2018-12-12D,Race(2),,
11,0,0,0,0,0,2,0,2,0,1,1,2,0,3,1,4,26,26,0.0,M2018-12-12D,Race(2),,
12,0,2,10,12,1,3,5,9,1,2,6,9,2,7,21,30,8,8,0.0,M2018-12-12D,Race(2),,
1,0,6,2,8,2,1,3,6,4,3,3,10,6,10,8,24,9,9,0.0,M2018-12-12D,Race(3),,
2,14,3,3,20,15,6,5,26,9,4,3,16,38,13,11,62,3.8,3.8,0.0,M2018-12-12D,Race(3),,
3,6,9,5,20,7,12,6,25,9,3,6,18,22,24,17,63,3.4,3.4,0.0,M2018-12-12D,Race(3),,
4,0,0,4,4,0,1,0,1,0,0,1,1,0,1,5,6,18,18,3.0,M2018-12-12D,Race(3),,
5,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,34,34,1.0,M2018-12-12D,Race(3),,
6,3,10,5,18,5,8,11,24,4,13,6,23,12,31,22,65,7.5,7.5,0.0,M2018-12-12D,Race(3),,
7,3,0,6,9,0,2,2,4,0,2,1,3,3,4,9,16,6,6,0.0,M2018-12-12D,Race(3),,
8,0,0,0,0,0,0,2,2,0,0,2,2,0,0,4,4,10,10,0.0,M2018-12-12D,Race(3),,
9,0,2,0,2,1,0,0,1,0,0,1,1,1,2,1,4,26,26,2.0,M2018-12-12D,Race(3),,
10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,21,21,0.0,M2018-12-12D,Race(3),,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0.0,M2018-12-12D,Race(3),,
12,0,0,0,0,0,0,1,1,0,1,3,4,0,1,4,5,21,21,0.0,M2018-12-12D,Race(3),,
1,10,5,9,24,16,8,5,29,12,10,2,24,38,23,16,77,4.2,4.2,3.0,M2018-12-12D,Race(4),,
2,0,3,2,5,2,0,0,2,1,0,0,1,3,3,2,8,31,31,2.0,M2018-12-12D,Race(4),,
3,0,0,5,5,0,2,2,4,1,1,3,5,1,3,10,14,11,11,0.0,M2018-12-12D,Race(4),,
4,12,8,2,22,6,10,5,21,6,5,4,15,24,23,11,58,2.8,2.8,0.0,M2018-12-12D,Race(4),,
5,0,0,0,0,1,1,0,2,1,1,0,2,2,2,0,4,15,15,0.0,M2018-12-12D,Race(4),,
6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,51,51,0.0,M2018-12-12D,Race(4),,
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.0,M2018-12-12D,Race(4),,
8,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,2,51,51,0.0,M2018-12-12D,Race(4),,
9,3,0,0,3,0,2,1,3,2,1,1,4,5,3,2,10,12,12,0.0,M2018-12-12D,Race(4),,
10,3,12,10,25,4,4,14,22,3,7,10,20,10,23,34,67,3.6,3.6,1.0,M2018-12-12D,Race(4),,
11,0,2,2,4,0,2,3,5,0,1,5,6,0,5,10,15,17,17,0.0,M2018-12-12D,Race(4),,
12,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,41,41,0.0,M2018-12-12D,Race(4),,
1,6,7,8,21,4,3,14,21,6,5,4,15,16,15,26,57,4.4,4.4,0.0,M2018-12-12D,Race(5),,
2,7,3,13,23,2,3,4,9,3,3,4,10,12,9,21,42,9,9,0.0,M2018-12-12D,Race(5),,
3,0,8,7,15,2,15,5,22,3,8,4,15,5,31,16,52,8,8,0.0,M2018-12-12D,Race(5),,
4,0,2,0,2,0,0,0,0,0,0,2,2,0,2,2,4,17,17,0.0,M2018-12-12D,Race(5),,
5,0,0,2,2,1,0,2,3,0,3,2,5,1,3,6,10,17,17,3.0,M2018-12-12D,Race(5),,
6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,19,19,0.0,M2018-12-12D,Race(5),,
7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,101,101,0.0,M2018-12-12D,Race(5),,
8,15,8,0,23,19,7,0,26,13,5,0,18,47,20,0,67,2.5,2.5,1.0,M2018-12-12D,Race(5),,
9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,21,21,0.0,M2018-12-12D,Race(5),,
10,0,0,0,0,1,0,2,3,1,1,3,5,2,1,5,8,17,17,2.0,M2018-12-12D,Race(5),,
11,2,2,0,4,0,0,3,3,0,0,5,5,2,2,8,12,15,15,0.0,M2018-12-12D,Race(5),,
12,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,3,12,12,0.0,M2018-12-12D,Race(5),,
1,0,2,4,6,1,1,1,3,1,0,0,1,2,3,5,10,12,12,0.0,M2018-12-12D,Race(6),,
2,2,6,8,16,3,5,6,14,4,6,5,15,9,17,19,45,9,9,0.0,M2018-12-12D,Race(6),,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0.0,M2018-12-12D,Race(6),,
4,0,2,3,5,2,2,3,7,2,0,3,5,4,4,9,17,12,12,0.0,M2018-12-12D,Race(6),,
5,0,0,4,4,1,1,14,16,0,3,5,8,1,4,23,28,10,10,2.0,M2018-12-12D,Race(6),,
6,0,0,3,3,0,2,0,2,0,3,1,4,0,5,4,9,9,9,0.0,M2018-12-12D,Race(6),,
7,13,4,8,25,15,9,1,25,14,6,1,21,42,19,10,71,4,4,3.0,M2018-12-12D,Race(6),,
8,9,16,0,25,8,10,3,21,5,8,5,18,22,34,8,64,3.8,3.8,0.0,M2018-12-12D,Race(6),,
9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,14,14,1.0,M2018-12-12D,Race(6),,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0.0,M2018-12-12D,Race(6),,
11,0,0,0,0,0,0,1,1,0,0,2,2,0,0,3,3,21,21,0.0,M2018-12-12D,Race(6),,
12,6,0,0,6,0,0,1,1,0,0,1,1,6,0,2,8,7.5,7.5,0.0,M2018-12-12D,Race(6),,
1,3,2,4,9,3,2,4,9,2,2,3,7,8,6,11,25,10,10,0.0,M2018-12-12D,Race(7),,
2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,2,26,26,0.0,M2018-12-12D,Race(7),,
3,0,4,0,4,0,0,3,3,2,0,2,4,2,4,5,11,8.5,8,0.0,M2018-12-12D,Race(7),,
4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,26,26,3.0,M2018-12-12D,Race(7),,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,67,0.0,M2018-12-12D,Race(7),,
6,3,5,0,8,3,15,5,23,3,7,7,17,9,27,12,48,4.8,4.8,2.0,M2018-12-12D,Race(7),,
7,0,0,2,2,0,1,1,2,0,3,3,6,0,4,6,10,10,10,0.0,M2018-12-12D,Race(7),,
8,7,6,6,19,3,4,13,20,6,6,5,17,16,16,24,56,7.5,7,1.0,M2018-12-12D,Race(7),,
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0.0,M2018-12-12D,Race(7),,
10,0,8,8,16,1,4,0,5,1,4,2,7,2,16,10,28,10,8,0.0,M2018-12-12D,Race(7),,
11,15,5,8,28,20,2,4,26,12,4,3,19,47,11,15,73,2.6,2.6,0.0,M2018-12-12D,Race(7),,
12,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,21,21,0.0,M2018-12-12D,Race(7),,
1,2,0,0,2,2,2,2,6,2,2,1,5,6,4,3,13,11,11,0.0,M2018-12-12D,Race(8),,
2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,26,26,0.0,M2018-12-12D,Race(8),,
3,0,7,3,10,3,1,13,17,4,2,2,8,7,10,18,35,6.5,6.5,2.0,M2018-12-12D,Race(8),,
4,15,0,10,25,3,15,6,24,8,8,4,20,26,23,20,69,4.8,4.8,0.0,M2018-12-12D,Race(8),,
5,3,3,0,6,1,2,4,7,2,1,8,11,6,6,12,24,6,6,1.0,M2018-12-12D,Race(8),,
6,4,11,4,19,20,4,3,27,8,11,3,22,32,26,10,68,5,5,0.0,M2018-12-12D,Race(8),,
7,3,5,5,13,0,1,3,4,0,0,4,4,3,6,12,21,10,10,0.0,M2018-12-12D,Race(8),,
8,0,2,3,5,0,0,0,0,0,0,1,1,0,2,4,6,16,16,3.0,M2018-12-12D,Race(8),,
9,0,0,0,0,0,2,0,2,0,1,0,1,0,3,0,3,21,21,0.0,M2018-12-12D,Race(8),,
10,3,0,5,8,1,3,2,6,2,1,2,5,6,4,9,19,8,8,0.0,M2018-12-12D,Race(8),,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,67,0.0,M2018-12-12D,Race(8),,
12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,11,0.0,M2018-12-12D,Race(8),,
1,20,10,0,30,20,7,1,28,23,2,1,26,63,19,2,84,1.75,1.8,1.0,M2018-12-16D,Race(1),,
2,5,13,12,30,0,9,9,18,0,8,11,19,5,30,32,67,4.6,4.6,0.0,M2018-12-16D,Race(1),,
3,5,5,16,26,10,10,7,27,2,12,7,21,17,27,30,74,5.5,5,0.0,M2018-12-16D,Race(1),,
4,0,0,0,0,0,2,5,7,1,3,5,9,1,5,10,16,6,6,2.0,M2018-12-16D,Race(1),,
5,0,2,2,4,0,0,0,0,0,1,0,1,0,3,2,5,31,26,0.0,M2018-12-16D,Race(1),,
6,0,0,0,0,0,0,8,8,0,0,2,2,0,0,10,10,18,17,0.0,M2018-12-16D,Race(1),,
1,3,5,0,8,0,0,8,8,1,1,0,2,4,6,8,18,19,19,0.0,M2018-12-16D,Race(10),,
2,2,6,8,16,5,6,2,13,7,6,2,15,14,18,12,44,5,5,2.0,M2018-12-16D,Race(10),,
3,2,2,3,7,1,2,3,6,1,2,4,7,4,6,10,20,9,9,0.0,M2018-12-16D,Race(10),,
4,0,0,5,5,1,2,1,4,0,4,2,6,1,6,8,15,9.5,9.5,3.0,M2018-12-16D,Race(10),,
5,2,0,0,2,0,0,0,0,0,0,1,1,2,0,1,3,31,31,0.0,M2018-12-16D,Race(10),,
6,0,5,2,7,0,2,2,4,0,4,0,4,0,11,4,15,11,11,0.0,M2018-12-16D,Race(10),,
7,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,34,34,0.0,M2018-12-16D,Race(10),,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.0,M2018-12-16D,Race(10),,
9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,21,0.0,M2018-12-16D,Race(10),,
10,2,2,3,7,3,3,4,10,2,1,5,8,7,6,12,25,7,7,4.0,M2018-12-16D,Race(10),,
11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,51,51,0.0,M2018-12-16D,Race(10),,
12,14,10,0,24,12,6,3,21,14,5,1,20,40,21,4,65,3.4,3.4,1.0,M2018-12-16D,Race(10),,
13,0,0,0,0,0,8,1,9,0,2,2,4,0,10,3,13,31,31,0.0,M2018-12-16D,Race(10),,
14,5,0,9,14,8,1,5,14,1,1,6,8,14,2,20,36,9,9,0.0,M2018-12-16D,Race(10),,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,67,0.0,M2018-12-16D,Race(11),,
2,5,13,7,25,4,7,8,19,6,7,5,18,15,27,20,62,4.4,4.4,1.0,M2018-12-16D,Race(11),,
3,0,0,0,0,0,9,4,13,0,0,0,0,0,9,4,13,0,0,0.0,M2018-12-16D,Race(11),,
4,0,7,3,10,0,0,2,2,0,0,1,1,0,7,6,13,13,13,0.0,M2018-12-16D,Race(11),,
5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,26,26,0.0,M2018-12-16D,Race(11),,
6,0,0,2,2,0,2,8,10,0,4,0,4,0,6,10,16,15,15,0.0,M2018-12-16D,Race(11),,
7,2,0,2,4,0,3,3,6,1,2,6,9,3,5,11,19,12,12,0.0,M2018-12-16D,Race(11),,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.0,M2018-12-16D,Race(11),,
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0.0,M2018-12-16D,Race(11),,
10,18,10,0,28,16,4,3,23,16,5,4,25,50,19,7,76,1.95,1.95,2.0,M2018-12-16D,Race(11),,
11,5,0,11,16,2,5,2,9,2,5,5,12,9,10,18,37,8.5,8.5,0.0,M2018-12-16D,Race(11),,
12,0,0,5,5,0,0,0,0,0,0,1,1,0,0,6,6,15,15,3.0,M2018-12-16D,Race(11),,
13,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,41,41,0.0,M2018-12-16D,Race(11),,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0.0,M2018-12-16D,Race(11),,
1,5,10,13,28,7,1,5,13,7,3,1,11,19,14,19,52,5,5,0.0,M2018-12-16D,Race(2),,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0.0,M2018-12-16D,Race(2),,
3,0,0,11,11,3,6,4,13,3,2,7,12,6,8,22,36,6,6,3.0,M2018-12-16D,Race(2),,
4,0,10,0,10,0,2,4,6,2,3,6,11,2,15,10,27,5.5,5.5,0.0,M2018-12-16D,Race(2),,
5,0,0,2,2,0,0,0,0,0,1,0,1,0,1,2,3,17,17,0.0,M2018-12-16D,Race(2),,
6,3,2,0,5,0,8,2,10,1,2,1,4,4,12,3,19,9,9,1.0,M2018-12-16D,Race(2),,
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0.0,M2018-12-16D,Race(2),,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0.0,M2018-12-16D,Race(2),,
9,0,0,2,2,8,6,3,17,1,9,3,13,9,15,8,32,12,12,0.0,M2018-12-16D,Race(2),,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0.0,M2018-12-16D,Race(2),,
11,20,8,2,30,12,7,4,23,12,6,7,25,44,21,13,78,2.9,2.9,0.0,M2018-12-16D,Race(2),,
12,2,0,0,2,0,0,8,8,0,0,1,1,2,0,9,11,12,12,2.0,M2018-12-16D,Race(2),,
1,20,5,0,25,18,1,2,21,19,1,2,22,57,7,4,68,3.8,3.8,3.0,M2018-12-16D,Race(3),,
2,0,5,2,7,0,4,4,8,0,5,3,8,0,14,9,23,7,7,0.0,M2018-12-16D,Race(3),,
3,2,0,4,6,2,7,3,12,2,7,2,11,6,14,9,29,8,8,0.0,M2018-12-16D,Race(3),,
4,3,0,3,6,0,3,0,3,2,4,2,8,5,7,5,17,9,10,2.0,M2018-12-16D,Race(3),,
5,0,6,4,10,1,2,1,4,0,3,4,7,1,11,9,21,16,15,1.0,M2018-12-16D,Race(3),,
6,0,5,9,14,0,5,7,12,1,1,5,7,1,11,21,33,6,6,0.0,M2018-12-16D,Race(3),,
7,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,41,41,0.0,M2018-12-16D,Race(3),,
8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,26,26,0.0,M2018-12-16D,Race(3),,
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0.0,M2018-12-16D,Race(3),,
10,0,0,0,0,1,8,2,11,1,0,3,4,2,8,5,15,20,19,0.0,M2018-12-16D,Race(3),,
11,2,3,0,5,8,0,3,11,1,4,1,6,11,7,4,22,11,11,0.0,M2018-12-16D,Race(3),,
12,3,6,6,15,0,0,0,0,0,0,2,2,3,6,8,17,7.5,7.5,0.0,M2018-12-16D,Race(3),,
13,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,41,41,0.0,M2018-12-16D,Race(3),,
14,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,17,17,0.0,M2018-12-16D,Race(3),,
1,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0.0,M2018-12-16D,Race(4),,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.0,M2018-12-16D,Race(4),,
3,3,4,5,12,0,2,8,10,1,1,0,2,4,7,13,24,8,8,0.0,M2018-12-16D,Race(4),,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,M2018-12-16D,Race(4),,
5,18,5,4,27,17,4,1,22,18,6,2,26,53,15,7,75,2.9,2.9,2.0,M2018-12-16D,Race(4),,
6,0,0,0,0,0,0,0,0,0,1,2,3,0,1,2,3,14,14,0.0,M2018-12-16D,Race(4),,
7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,13,1.0,M2018-12-16D,Race(4),,
8,0,0,0,0,0,2,0,2,0,3,1,4,0,5,1,6,18,18,0.0,M2018-12-16D,Race(4),,
9,0,6,11,17,2,11,7,20,3,12,6,21,5,29,24,58,4.8,4.8,0.0,M2018-12-16D,Race(4),,
10,5,10,5,20,2,3,8,13,2,3,8,13,9,16,21,46,4.8,4.8,3.0,M2018-12-16D,Race(4),,
11,4,5,5,14,8,1,5,14,2,0,0,2,14,6,10,30,6,6,0.0,M2018-12-16D,Race(4),,
1,5,3,3,11,7,4,6,17,8,6,6,20,20,13,15,48,6.5,6.5,0.0,M2018-12-16D,Race(5),,
2,0,0,2,2,2,3,3,8,1,5,3,9,3,8,8,19,12,12,0.0,M2018-12-16D,Race(5),,
3,0,0,2,2,0,0,0,0,0,0,1,1,0,0,3,3,41,41,0.0,M2018-12-16D,Race(5),,
4,2,3,2,7,1,2,1,4,3,0,2,5,6,5,5,16,14,14,0.0,M2018-12-16D,Race(5),,
5,0,3,0,3,0,1,0,1,1,0,0,1,1,4,0,5,9,9,0.0,M2018-12-16D,Race(5),,
6,9,5,3,17,7,7,2,16,9,8,1,18,25,20,6,51,5,5,1.0,M2018-12-16D,Race(5),,
7,3,8,8,19,1,2,7,10,3,2,7,12,7,12,22,41,6.5,6.5,3.0,M2018-12-16D,Race(5),,
8,0,3,5,8,1,8,0,9,1,1,0,2,2,12,5,19,17,17,0.0,M2018-12-16D,Race(5),,
9,2,0,3,5,3,1,3,7,0,3,3,6,5,4,9,18,11,11,0.0,M2018-12-16D,Race(5),,
10,5,2,0,7,0,0,8,8,0,0,1,1,5,2,9,16,8.5,8.5,0.0,M2018-12-16D,Race(5),,
11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,34,34,0.0,M2018-12-16D,Race(5),,
12,2,3,2,7,8,0,0,8,0,0,1,1,10,3,3,16,10,10,0.0,M2018-12-16D,Race(5),,
13,2,0,0,2,0,2,0,2,0,0,1,1,2,2,1,5,16,16,0.0,M2018-12-16D,Race(5),,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,2.0,M2018-12-16D,Race(5),,
1,16,4,4,24,2,2,0,4,17,6,1,24,35,12,5,52,3.2,3.2,2.0,M2018-12-16D,Race(6),,
2,0,0,0,0,0,9,1,10,0,2,2,4,0,11,3,14,16,16,0.0,M2018-12-16D,Race(6),,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.0,M2018-12-16D,Race(6),,
4,2,13,4,19,1,8,5,14,5,6,5,16,8,27,14,49,3,3,3.0,M2018-12-16D,Race(6),,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.0,M2018-12-16D,Race(6),,
6,0,5,8,13,8,3,3,14,2,5,2,9,10,13,13,36,7.5,7.5,1.0,M2018-12-16D,Race(6),,
7,3,0,0,3,0,0,8,8,0,0,0,0,3,0,8,11,26,26,0.0,M2018-12-16D,Race(6),,
8,0,3,2,5,0,0,2,2,1,0,3,4,1,3,7,11,18,18,0.0,M2018-12-16D,Race(6),,
9,2,3,6,11,0,5,4,9,1,5,5,11,3,13,15,31,8.5,8.5,0.0,M2018-12-16D,Race(6),,
10,7,0,6,13,0,3,7,10,0,2,8,10,7,5,21,33,7,7,0.0,M2018-12-16D,Race(6),,
11,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,31,31,0.0,M2018-12-16D,Race(6),,
1,13,7,6,26,16,5,2,23,17,6,1,24,46,18,9,73,3,3,2.0,M2018-12-16D,Race(7),,
2,7,6,9,22,1,5,6,12,4,5,6,15,12,16,21,49,7.5,7.5,0.0,M2018-12-16D,Race(7),,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0.0,M2018-12-16D,Race(7),,
4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,M2018-12-16D,Race(7),,
5,0,0,0,0,0,1,1,2,0,0,1,1,0,1,2,3,17,17,0.0,M2018-12-16D,Race(7),,
6,0,0,0,0,0,8,1,9,0,0,0,0,0,8,1,9,101,101,0.0,M2018-12-16D,Race(7),,
7,3,5,4,12,0,0,0,0,1,1,4,6,4,6,8,18,11,11,0.0,M2018-12-16D,Race(7),,
8,0,4,3,7,2,1,1,4,0,2,2,4,2,7,6,15,6.5,6.5,0.0,M2018-12-16D,Race(7),,
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.0,M2018-12-16D,Race(7),,
10,0,5,6,11,1,5,4,10,2,2,3,7,3,12,13,28,5,5,3.0,M2018-12-16D,Race(7),,
11,3,0,2,5,8,1,3,12,0,0,1,1,11,1,6,18,16,16,1.0,M2018-12-16D,Race(7),,
12,0,0,0,0,1,0,8,9,0,0,0,0,1,0,8,9,21,21,0.0,M2018-12-16D,Race(7),,
13,4,3,0,7,0,1,1,2,2,2,3,7,6,6,4,16,8.5,8.5,0.0,M2018-12-16D,Race(7),,
14,0,0,0,0,1,3,1,5,0,0,0,0,1,3,1,5,34,34,0.0,M2018-12-16D,Race(7),,
1,5,5,4,14,3,2,3,8,3,3,3,9,11,10,10,31,8,8,3.0,M2018-12-16D,Race(8),,
2,6,0,5,11,4,4,7,15,7,2,4,13,17,6,16,39,6,6,0.0,M2018-12-16D,Race(8),,
3,2,3,3,8,2,4,2,8,3,1,2,6,7,8,7,22,4.4,4.4,0.0,M2018-12-16D,Race(8),,
4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,71,67,0.0,M2018-12-16D,Race(8),,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,2.0,M2018-12-16D,Race(8),,
6,8,7,0,15,7,5,2,14,8,5,3,16,23,17,5,45,6.5,6.5,0.0,M2018-12-16D,Race(8),,
7,2,2,0,4,0,4,3,7,0,6,5,11,2,12,8,22,9,9,1.0,M2018-12-16D,Race(8),,
8,0,0,0,0,1,8,1,10,0,1,2,3,1,9,3,13,10,10,0.0,M2018-12-16D,Race(8),,
9,7,11,10,28,5,2,4,11,4,5,4,13,16,18,18,52,6,6,0.0,M2018-12-16D,Race(8),,
10,0,0,3,3,8,1,0,9,1,2,0,3,9,3,3,15,16,16,0.0,M2018-12-16D,Race(8),,
11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,34,34,0.0,M2018-12-16D,Race(8),,
12,0,2,0,2,0,0,8,8,0,1,3,4,0,3,11,14,13,13,0.0,M2018-12-16D,Race(8),,
1,0,2,7,9,0,2,7,9,0,3,8,11,0,7,22,29,15,15,2.0,M2018-12-16D,Race(9),,
2,24,4,2,30,21,2,0,23,24,1,0,25,69,7,2,78,1.7,1.7,1.0,M2018-12-16D,Race(9),,
3,0,13,5,18,8,11,6,25,2,14,5,21,10,38,16,64,7.5,7.5,0.0,M2018-12-16D,Race(9),,
4,0,0,2,2,0,0,8,8,0,1,2,3,0,1,12,13,18,18,3.0,M2018-12-16D,Race(9),,
5,0,3,5,8,0,2,2,4,0,2,2,4,0,7,9,16,17,17,0.0,M2018-12-16D,Race(9),,
6,4,3,6,13,0,2,0,2,0,1,3,4,4,6,9,19,21,21,0.0,M2018-12-16D,Race(9),,
7,2,5,0,7,1,8,3,12,0,2,4,6,3,15,7,25,7.5,7.5,0.0,M2018-12-16D,Race(9),,
8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,19,23,0.0,M2018-12-16D,Race(9),,
9,0,0,3,3,0,3,3,6,0,2,2,4,0,5,8,13,16,16,0.0,M2018-12-16D,Race(9),,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0.0,M2018-12-16D,Race(9),,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0.0,M2018-12-16D,Race(9),,
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0,M2018-12-16D,Race(9),,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0.0,M2018-12-16D,Race(9),,
1,0,3,0,3,3,1,1,5,1,2,0,3,4,6,1,11,0,0,0.0,M2018-12-19D,Race(1),,
2,2,0,0,2,0,1,2,3,0,0,3,3,2,1,5,8,0,0,0.0,M2018-12-19D,Race(1),,
3,5,2,4,11,1,13,4,18,4,4,3,11,10,19,11,40,0,0,3.0,M2018-12-19D,Race(1),,
4,2,5,7,14,5,0,10,15,3,4,3,10,10,9,20,39,0,0,0.0,M2018-12-19D,Race(1),,
5,5,0,8,13,3,1,2,6,7,2,3,12,15,3,13,31,0,0,0.0,M2018-12-19D,Race(1),,
6,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0.0,M2018-12-19D,Race(1),,
